Código;Fundo;Data;Cota;Variação;Captação;Resgate;PL;Cotistas
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;01/11/2023;1,3729811;0,23%;R$ 9.647,49;R$ 76.787,67;R$ 77.850.662,72;10.726
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;31/10/2023;1,3698199;-0,02%;R$ 5.447,95;R$ 196.961,88;R$ 77.738.398,54;10.722
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;30/10/2023;1,3701126;-0,25%;R$ 473,28;R$ 67.805,52;R$ 77.946.566,42;10.748
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;27/10/2023;1,3735811;-0,19%;R$ 6.113,63;R$ 625.599,14;R$ 78.211.393,04;10.738
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;26/10/2023;1,3761946;0,31%;R$ 712,41;R$ 148.581,47;R$ 78.980.871,40;10.749
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;25/10/2023;1,3719371;-0,01%;R$ 836,80;R$ 549.463,67;R$ 78.883.944,09;10.753
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;24/10/2023;1,3720799;0,16%;R$ 41.564,68;R$ 600.752,07;R$ 79.440.837,08;10.760
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;23/10/2023;1,369934;-0,01%;R$ 2.477,00;R$ 1.098.983,65;R$ 79.874.905,20;10.774
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;20/10/2023;1,3700289;0,17%;R$ 159,44;R$ 106.715,51;R$ 80.977.019,78;10.771
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;19/10/2023;1,3676815;-0,16%;R$ 19.201,95;R$ 273.654,74;R$ 80.944.649,89;10.777
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;18/10/2023;1,3698935;-0,01%;R$ 6.740,05;R$ 232.947,35;R$ 81.330.430,08;10.777
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;17/10/2023;1,3700603;-0,23%;R$ 1.291,84;R$ 275.249,70;R$ 81.566.568,10;10.790
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;16/10/2023;1,373272;0,16%;R$ 8.104,04;R$ 675.869,22;R$ 82.032.377,07;10.814
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;13/10/2023;1,3710674;-0,11%;R$ 1.001,34;R$ 7.277,60;R$ 82.567.377,78;10.826
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;11/10/2023;1,3726063;-0,24%;R$ 1.081,38;R$ 101.072,86;R$ 82.666.336,34;10.828
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;10/10/2023;1,3759679;0,08%;R$ 1.566,00;R$ 217.644,83;R$ 82.969.024,69;10.839
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;09/10/2023;1,3748187;0,29%;R$ 18.834,67;R$ 400.343,54;R$ 83.115.633,61;10.850
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;06/10/2023;1,3708656;0,15%;R$ 3.869,16;R$ 246.990,19;R$ 83.257.053,48;10.835
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;05/10/2023;1,368771;-0,02%;R$ 67.428,33;R$ 205.476,11;R$ 83.372.595,95;10.846
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;04/10/2023;1,3690106;0,13%;R$ 1.609,17;R$ 207.906,85;R$ 83.525.256,72;10.841
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;03/10/2023;1,3671752;-0,36%;R$ 1.315,81;R$ 54.160,43;R$ 83.619.302,37;10.850
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;02/10/2023;1,3721354;-0,19%;R$ 7.595,18;R$ 181.315,64;R$ 83.975.714,63;10.872
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;29/09/2023;1,3747165;0,22%;R$ 45.648,15;R$ 296.539,79;R$ 84.307.727,22;10.869
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;28/09/2023;1,3716931;0,19%;R$ 501,84;R$ 58.772,00;R$ 84.372.650,22;10.870
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;27/09/2023;1,3691077;-0,25%;R$ 92.752,66;R$ 138.337,58;R$ 84.271.780,79;10.879
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;26/09/2023;1,3725218;-0,36%;R$ 180.090,65;R$ 207.200,64;R$ 84.527.625,29;10.885
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;25/09/2023;1,3774189;-0,09%;R$ 320.522,60;R$ 24.938,05;R$ 84.856.424,29;10.903
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;22/09/2023;1,3786696;0,01%;R$ 335.083,14;R$ 478.132,46;R$ 84.637.619,48;10.905
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;21/09/2023;1,3785641;-0,03%;R$ 1.561,83;R$ 254.957,46;R$ 84.774.185,73;10.911
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;20/09/2023;1,3790153;0,03%;R$ 113.314,26;R$ 37.553,11;R$ 85.055.405,55;10.918
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;19/09/2023;1,3785781;-0,03%;R$ 562,57;R$ 347.339,30;R$ 84.952.706,15;10.925
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;18/09/2023;1,3789455;-0,04%;R$ 13.747,41;R$ 120.177,14;R$ 85.322.215,42;10.945
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;15/09/2023;1,3794553;-0,05%;R$ 24.543,71;R$ 404.871,66;R$ 85.460.227,69;10.935
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;14/09/2023;1,3801724;0,08%;R$ 40.926,21;R$ 135.703,32;R$ 85.885.179,96;10.940
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;13/09/2023;1,379113;0,04%;R$ 7.536,40;R$ 175.396,57;R$ 85.913.959,81;10.956
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;12/09/2023;1,378523;0,09%;R$ 32.635,87;R$ 89.926,80;R$ 86.044.992,05;10.966
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;11/09/2023;1,3772654;0,09%;R$ 7.092,84;R$ 315.548,23;R$ 86.023.735,03;10.987
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;08/09/2023;1,3759836;0,08%;R$ 2.744,86;R$ 507.004,15;R$ 86.251.844,88;10.983
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;06/09/2023;1,3748768;0,05%;R$ 21.748,68;R$ 26.191,77;R$ 86.686.317,20;10.984
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;05/09/2023;1,3741577;0,00%;R$ 10.614,93;R$ 45.674,26;R$ 86.645.420,21;10.993
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;04/09/2023;1,3741709;0,00%;R$ 2.154,39;R$ 98.838,13;R$ 86.681.315,08;11.018
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;01/09/2023;1,3741266;0,04%;R$ 872.077,48;R$ 114.097,58;R$ 86.775.202,03;11.019
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;31/08/2023;1,3735149;-0,24%;R$ 27.971,33;R$ 57.558,93;R$ 85.978.928,27;11.007
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;30/08/2023;1,3768401;-0,08%;R$ 356,38;R$ 70.408,74;R$ 86.216.738,78;11.009
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;29/08/2023;1,3778943;0,03%;R$ 10.714,13;R$ 925.417,66;R$ 86.352.859,37;11.022
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;28/08/2023;1,3775472;0,04%;R$ 1.390,20;R$ 139.785,89;R$ 87.245.578,01;11.055
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;25/08/2023;1,3769556;-0,01%;R$ 2.520,00;R$ 5.615,47;R$ 87.346.446,75;11.056
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;24/08/2023;1,3771306;0,02%;R$ 2.737,05;R$ 114.377,63;R$ 87.360.644,43;11.060
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;23/08/2023;1,3768167;0,19%;R$ 533,07;R$ 15.933,57;R$ 87.452.347,50;11.062
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;22/08/2023;1,3742256;0,04%;R$ 2.896,50;R$ 1.162.300,92;R$ 87.303.137,50;11.071
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;21/08/2023;1,3736693;-0,12%;R$ 49.606,48;R$ 190.970,72;R$ 88.426.730,06;11.094
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;18/08/2023;1,3752813;0,00%;R$ 2.781,00;R$ 451.300,91;R$ 88.672.027,02;11.097
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;17/08/2023;1,3752688;-0,09%;R$ 15.099,14;R$ 11.181,35;R$ 89.119.741,52;11.105
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;16/08/2023;1,3764569;0,02%;R$ 290.550,60;R$ 36.279,77;R$ 89.192.808,27;11.107
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;15/08/2023;1,3762211;0,06%;R$ 66.018,86;R$ 69.634,14;R$ 88.923.303,46;11.106
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;14/08/2023;1,3754288;-0,13%;R$ 126.958,79;R$ 29.896,48;R$ 88.875.724,57;11.126
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;11/08/2023;1,3771571;0,09%;R$ 773,76;R$ 137.182,49;R$ 88.890.213,91;11.126
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;10/08/2023;1,3759395;0,08%;R$ 9.233,35;R$ 175.901,71;R$ 88.947.910,93;11.126
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;09/08/2023;1,3748782;0,05%;R$ 259.858,42;R$ 118.729,34;R$ 89.045.845,79;11.123
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;08/08/2023;1,3742586;0,17%;R$ 89.358,15;R$ 114.548,01;R$ 88.864.649,44;11.137
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;07/08/2023;1,3718922;-0,06%;R$ 353.402,58;R$ 163.509,56;R$ 88.736.778,05;11.150
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;04/08/2023;1,3726658;0,17%;R$ 47.814,99;R$ 34.235,92;R$ 88.596.813,04;11.137
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;03/08/2023;1,3703;0,37%;R$ 173.098,50;R$ 221.154,20;R$ 88.430.563,88;11.144
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;02/08/2023;1,3653148;0,01%;R$ 1.562,50;R$ 58.533,54;R$ 88.156.726,42;11.150
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;01/08/2023;1,3652308;-0,04%;R$ 45.386,34;R$ 28.585,44;R$ 88.208.270,47;11.157
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;31/07/2023;1,3657441;0,11%;R$ 5.919,65;R$ 39.648,90;R$ 88.224.631,70;11.156
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;28/07/2023;1,3642019;-0,01%;R$ 3.549,54;R$ 275.600,16;R$ 88.158.700,93;11.152
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;27/07/2023;1,3643855;-0,01%;R$ 100.432,14;R$ 451.714,11;R$ 88.442.651,84;11.161
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;26/07/2023;1,3644957;0,13%;R$ 5.018,04;R$ 870.108,77;R$ 88.801.103,48;11.178
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;25/07/2023;1,3627173;0,14%;R$ 272,67;R$ 248.816,65;R$ 89.549.331,73;11.193
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;24/07/2023;1,3608718;0,10%;R$ 1.378,32;R$ 137.526,33;R$ 89.676.261,52;11.211
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;21/07/2023;1,3595737;0,18%;R$ 290.506,89;R$ 73.134,83;R$ 89.726.743,94;11.219
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;20/07/2023;1,357166;-0,03%;R$ 19.761,14;R$ 100.828,37;R$ 89.350.852,24;11.217
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;19/07/2023;1,3575205;-0,01%;R$ 15.381,88;R$ 245.011,52;R$ 89.455.282,25;11.223
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;18/07/2023;1,3576025;0,16%;R$ 113,00;R$ 363.050,20;R$ 89.690.328,94;11.232
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;17/07/2023;1,3554451;0,09%;R$ 24.233,19;R$ 57.475,22;R$ 89.910.163,59;11.264
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;14/07/2023;1,3542886;-0,09%;R$ 884,40;R$ 609.046,66;R$ 89.866.659,24;11.255
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;13/07/2023;1,3554471;-0,02%;R$ 210.624,08;R$ 185.727,99;R$ 90.552.219,16;11.259
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;12/07/2023;1,3557115;-0,02%;R$ 1.174.569,95;R$ 77.257,48;R$ 90.544.981,49;11.268
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;11/07/2023;1,3560478;0,04%;R$ 2.428,31;R$ 156.812,99;R$ 89.469.855,69;11.279
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;10/07/2023;1,3555355;-0,07%;R$ 34.976,34;R$ 253.147,68;R$ 89.590.382,79;11.309
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;07/07/2023;1,3565206;0,23%;R$ 98.791,28;R$ 69.206,38;R$ 89.873.822,57;11.308
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;06/07/2023;1,3534444;-0,07%;R$ 764,04;R$ 891.447,73;R$ 89.640.493,68;11.312
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;05/07/2023;1,3543779;-0,01%;R$ 385.284,97;R$ 41.663,70;R$ 90.593.623,71;11.322
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;04/07/2023;1,3545003;-0,08%;R$ 89.216,89;R$ 929.385,90;R$ 90.258.157,90;11.320
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;03/07/2023;1,3555618;0,19%;R$ 45.080,34;R$ 563.604,55;R$ 91.169.716,94;11.338
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;30/06/2023;1,3530187;0,22%;R$ 5.929,27;R$ 185.867,97;R$ 91.516.227,21;11.334
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;29/06/2023;1,3500215;0,11%;R$ 659,22;R$ 71.170,94;R$ 91.493.043,23;11.343
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;28/06/2023;1,3485368;-0,14%;R$ 160.202,41;R$ 183.217,98;R$ 91.462.858,12;11.353
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;27/06/2023;1,350466;0,09%;R$ 1.023.111,04;R$ 32.369,54;R$ 91.616.754,68;11.362
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;26/06/2023;1,3492794;-0,01%;R$ 215.689,21;R$ 205.119,33;R$ 90.546.379,20;11.385
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;23/06/2023;1,349382;0,16%;R$ 28.585,62;R$ 147.816,29;R$ 90.542.699,44;11.390
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;22/06/2023;1,3472775;0,02%;R$ 3.654,29;R$ 359.506,96;R$ 90.520.530,36;11.397
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;21/06/2023;1,347036;0,09%;R$ 126.244,27;R$ 122.667,31;R$ 90.860.091,93;11.414
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;20/06/2023;1,3458492;0,08%;R$ 151.379,49;R$ 334.054,26;R$ 90.776.468,24;11.425
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;19/06/2023;1,3448122;0,02%;R$ 484.762,82;R$ 168.386,14;R$ 90.889.060,98;11.459
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;16/06/2023;1,3445341;0,05%;R$ 1.304,62;R$ 769.437,46;R$ 90.553.951,48;11.458
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;15/06/2023;1,3438145;0,04%;R$ 1.063,53;R$ 328.527,46;R$ 91.273.207,59;11.472
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;14/06/2023;1,3433204;0,12%;R$ 107.149,00;R$ 149.751,67;R$ 91.566.995,56;11.478
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;13/06/2023;1,3417561;-0,09%;R$ 16.202,84;R$ 493.929,84;R$ 91.502.919,39;11.489
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;12/06/2023;1,3429151;-0,01%;R$ 30.872,07;R$ 196.130,19;R$ 92.060.098,88;11.525
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;09/06/2023;1,343074;0,17%;R$ 176.435,58;R$ 139.859,81;R$ 92.236.270,38;11.543
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;07/06/2023;1,340824;-0,28%;R$ 37.282,01;R$ 265.090,20;R$ 92.045.235,72;11.548
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;06/06/2023;1,344525;-0,05%;R$ 218.202,24;R$ 256.298,79;R$ 92.527.735,10;11.554
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;05/06/2023;1,3451437;0,22%;R$ 40.045,52;R$ 305.520,21;R$ 92.608.426,22;11.574
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;02/06/2023;1,342174;0,08%;R$ 537.921,70;R$ 152.684,39;R$ 92.668.862,26;11.566
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;01/06/2023;1,3411164;0,11%;R$ 25.892,84;R$ 165.280,97;R$ 92.210.908,70;11.565
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;31/05/2023;1,3396213;0,00%;R$ 122.071,47;R$ 884.066,37;R$ 92.247.344,30;11.560
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;30/05/2023;1,339642;0,02%;R$ 7.208,00;R$ 590.474,12;R$ 93.010.778,62;11.569
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;29/05/2023;1,3394035;0,06%;R$ 43.252,19;R$ 347.312,11;R$ 93.577.379,22;11.599
